canonical_smiles,pIC50,n_measurements
CC(=O)N1CCC(CNCc2ccc(-c3noc(C(F)(F)F)n3)cn2)CC1,5.42021640338319,1
CC(=O)N1CCC2(CC(=O)c3cc(/C=C/C(=O)NO)ccc3O2)C1,6.019996628416253,1
CC(=O)N1CCC2(CC1)CC(=O)c1cc(/C=C/C(=O)NO)ccc1O2,6.193141970481182,1
CC(=O)N1CCC2(CC1)CC(=O)c1ccc(/C=C/C(=O)NO)cc1O2,5.982966660701219,1
CC(=O)N1CCC2(CC1)CC(N1CCc3cc(C(=O)NO)cnc3C1)C2,4.259637310505756,1
CC(=O)N1CCCC2(CC(=O)c3cc(/C=C/C(=O)NO)ccc3O2)C1,6.684029654543082,1
CC(=O)N1CCCC2(CC1)CC(=O)c1cc(/C=C/C(=O)NO)ccc1O2,6.490797477668897,1
CC(=O)N1CCN(CC(=O)N(Cc2ccc(-c3noc(C(F)(F)F)n3)cc2)c2cccc(C(F)(F)F)c2)CC1,5.585026652029182,1
CC(=O)N1CCN(c2cncc(-c3ccc4cnn(C(Cc5ccccc5)C(=O)NO)c4c3)c2)CC1,6.903089986991944,1
CC(=O)N1CCN(c2ncc(C(=O)NO)s2)CC1,5.552841968657781,1
CC(=O)NC(Cc1ccc(-c2noc(C(F)(F)F)n2)cn1)c1cccc(C(F)(F)F)c1,5.346787486224656,1
CC(=O)NC1CC2(CCN(Cc3ccccc3)CC2)Oc2ccc(/C=C/C(=O)NO)cc21,5.288192770958808,1
CC(=O)NCCC(=O)N(Cc1ccc(-c2noc(C(F)(F)F)n2)cc1)c1cccc(C(F)(F)F)c1,5.638272163982407,1
CC(=O)NCCCCC[C@@H]1NC(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2cccc3ccccc23)NC(=O)[C@H](CCCCCC(=O)O)NC1=O,7.769551078621726,1
CC(=O)NCCCC[C@@H]1NC(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CSCCC(=O)O)NC1=O,5.152427340857888,1
CC(=O)NCCCC[C@@H]1NC(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2cccc3ccccc23)NC(=O)[C@H](CCCCCC(=O)O)NC1=O,6.0,1
CC(=O)NCCCC[C@@H]1NC(=O)C[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cccc3ccccc23)NC(=O)[C@H](CCCCCC(=O)O)NC1=O,5.860120913598763,1
CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H]1CC[S+](C)Cc2cccc(c2)C[S+](C)CC[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)NCCCCCC(=O)NO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC1=O,6.508638306165727,1
CC(=O)N[C@@H](CS)C(=O)O,2.5003129173815966,1
CC(=O)N[C@@H](CSC(=S)NC1CCC(NC(=S)SC[C@H](NC(C)=O)C(=O)O)CC1)C(=O)O,2.42712839779952,1
CC(=O)N[C@@H](CSC(=S)NC1CCCCC1NC(=S)SC[C@H](NC(C)=O)C(=O)O)C(=O)O,2.779891911959945,1
CC(=O)N[C@@H](CSC(=S)NCC1CCCC(CNC(=S)SC[C@H](NC(C)=O)C(=O)O)C1)C(=O)O,2.5718652059712115,1
CC(=O)N[C@@H](CSC(=S)NCCCC(C)CNC(=S)SC[C@H](NC(C)=O)C(=O)O)C(=O)O,2.6595558851598815,1
CC(=O)N[C@@H](CSC(=S)NCCCCNC(=S)SC[C@H](NC(C)=O)C(=O)O)C(=O)O,2.632644078973981,1
CC(=O)N[C@@H](CSC(=S)NCCCNC(=S)SC[C@H](NC(C)=O)C(=O)O)C(=O)O,2.2247537402597635,1
CC(=O)N[C@@H](CSC(=S)NCCCOCCOCCOCCCNC(=S)SC[C@H](NC(C)=O)C(=O)O)C(=O)O,2.3705904008972807,1
CC(=O)N[C@@H](CSC(=S)NCCOCCOCCNC(=S)SC[C@H](NC(C)=O)C(=O)O)C(=O)O,2.359518563029578,1
CC(=O)N[C@@H](CSC(=S)NCCc1ccccc1)C(=O)O,2.4621809049267256,1
CC(=O)N[C@@H](CSC(=S)NCc1ccccc1)C(=O)O,2.46344155742847,1
CC(=O)N[C@@H](CSC(=S)Nc1ccc(C)c(NC(=S)SC[C@H](NC(C)=O)C(=O)O)c1)C(=O)O,3.346787486224656,1
CC(=O)N[C@@H](CSC(=S)Nc1ccc(NC(=S)SC[C@H](NC(C)=O)C(=O)O)cc1)C(=O)O,3.5376020021010435,1
CC(=O)N[C@@H](CSC(=S)Nc1cccc(NC(=S)SC[C@H](NC(C)=O)C(=O)O)c1)C(=O)O,3.013228265733755,1
CC(=O)N[C@@H](Cc1ccc(OCCc2ccccc2)cc1)C(=O)NO,4.841637507904751,1
CC(=O)N[C@@H](Cc1ccc(OCCc2ccccc2)cc1)C(=O)O,3.9175736991392283,1
CC(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)NO,5.236572006437063,1
CC(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)O,4.432973633840939,1
CC(=O)Nc1ccc(-c2cc(C(=O)NCCCCCCC(=O)NO)no2)cc1,5.309803919971486,1
CC(=O)Nc1ccc(C(=O)CSc2nc(C)cc(=O)[nH]2)cc1,4.621602099051862,2
CC(=O)Nc1ccc(C(=O)CSc2nc(C)cc(O)n2)cc1,4.621602099051862,2
CC(=O)Nc1ccc(C(=O)Nc2cc(-c3cccs3)ccc2N)cc1,6.522878745280337,1
