SMILES,pIC50_pred,IC50_nM_est,IC50_tier,docking_pred,zbg_tag,pains_brenk_flagged,soft_metabolic_liability,sa_score,MW,cLogP,HBD,HBA,TPSA,RotB,l_shape_2d_proxy,pIC50_hdac1_pred,pIC50_hdac6_pred,selectivity_vs_hdac1,selectivity_vs_hdac6,docking_hdac1_pred,docking_hdac6_pred,docking_selectivity,passes_ic50_selectivity,periphery_touched,ic50_model_max_similarity,dock_model_max_similarity,ic50_model_low_confidence,dock_model_low_confidence,zbg_precedent_count,zbg_low_precedent,zbg_real_pic50_ceiling,exceeds_real_precedent,cluster_id,cluster_size
OCCN1CCN(c2cocc2C(CCN2CCOCC2)Cn2cccc(O)c2=S)CC1,7.040826017352932,91.02778658764774,Tier 1 (<150 nM),-7.302997547995732,3-HPT,True,False,3.641923870387256,462.61600000000027,2.13659,2,8,77.48,9,1.6349258311273211,5.80092771762194,6.1421161232676305,1.2398982997309913,0.8987098940853011,-6.2000928966630005,-6.041603250607813,1.1029046513327314,False,False,0.3,0.25,True,True,28,False,6.247789037426088,True,0,33
NON1CCN(c2cocc2C(CCN2CCN(CO)CC2)Cn2cccc(O)c2=S)CC1,7.024199227325549,94.58031860939997,Tier 1 (<150 nM),-7.033700412646638,3-HPT,True,False,4.092497800528005,478.6190000000003,1.18479,3,10,106.74000000000002,9,1.803203684542025,6.353940178770736,6.001526713368885,0.6702590485548132,1.022672513956664,-5.940705410209432,-6.434793714830271,0.5989066978163669,False,False,0.30158730158730157,0.23170731707317074,True,True,28,False,6.247789037426088,True,0,33
N#CCCN1CCN(c2cocc2C(CCN2CCOCC2)Cn2cccc(O)c2=S)CC1,7.014346988358776,96.75045400565733,Tier 1 (<150 nM),-7.470332867243329,3-HPT,True,False,3.7250234432405556,471.62700000000035,3.057970000000001,1,8,81.04,9,1.7275053426721092,5.901328143888358,6.092812325232968,1.1130188444704183,0.9215346631258079,-6.430086679424106,-6.547309327703155,0.923023539540174,False,False,0.3142857142857143,0.30952380952380953,True,True,28,False,6.247789037426088,True,0,33
N#CCc1cc(C#N)ccc1CC(Cn1cccc(O)c1=S)c1cocc1N1CCNCC1,6.795189343772122,160.2546559877959,Tier 2 (150-300 nM),-7.4026761347207515,3-HPT,True,False,3.9670429017425803,459.5750000000003,3.890050000000003,2,7,101.14999999999999,7,1.0300451709931282,5.577761919722672,6.1463139915721845,1.2174274240494496,0.6488753521999371,-6.762759839029074,-6.722881302928129,0.6399162956916777,False,False,0.36764705882352944,0.2222222222222222,False,True,28,False,6.247789037426088,True,0,33
CC(O)(Cc1ccc(C#N)cc1N1CCOC(CNc2ccoc2)C1)n1cccc(O)c1=S,6.772032874622862,169.0312975827249,Tier 2 (150-300 nM),-7.043928727724025,3-HPT,True,False,4.2245120462047225,466.5630000000001,3.6128700000000022,3,8,106.82000000000001,7,1.598239583553365,5.747661178312468,5.865394351619495,1.0243716963103946,0.9066385230033678,-6.269821308581388,-5.999919770005166,0.7741074191426369,True,False,0.2823529411764706,0.2403846153846154,True,True,28,False,6.247789037426088,True,46,1
N#Cc1ccc(CCC(Cn2cccc(O)c2=S)c2cocc2N2CCN(ON)CC2)cc1,6.73935162508488,182.241958886765,Tier 2 (150-300 nM),-7.561121342351648,3-HPT,True,False,3.9402717276535117,465.5790000000003,3.731770000000002,2,8,103.82,8,1.6699083686671328,6.476402298773423,6.253471083828414,0.26294932631145684,0.4858805412564662,-6.256626161983967,-6.525563155629964,1.0355581867216843,False,False,0.4461538461538462,0.26744186046511625,False,True,28,False,6.247789037426088,True,0,33
CC(CO)Cc1cc(C#N)ccc1CC(Cn1cccc(O)c1=S)c1cocc1N1CCNCC1,6.516966417191507,304.1120178118252,Tier 3 (300-500 nM),-7.060870422350787,3-HPT,True,False,4.210536107785783,492.64500000000027,3.9948700000000024,3,7,97.58999999999999,9,1.088058546744566,5.603393543846311,6.057130267756586,0.9135728733451964,0.45983614943492146,-6.495807458583016,-6.010394651485063,0.5650629637677707,False,False,0.3472222222222222,0.22826086956521738,True,True,28,False,6.247789037426088,True,6,4
N#Cc1ccc(CC(Cn2cccc(O)c2=S)c2cocc2N2CCNCC2)cc1,6.499056888207242,316.91523087892443,Tier 3 (300-500 nM),-7.281205955262134,3-HPT,True,False,3.6491341328352673,420.53800000000024,3.8239700000000028,2,6,77.36,6,1.0649884485215995,5.456355199978665,5.698543252037531,1.0427016882285773,0.8005136361697112,-6.892076021551171,-6.74366465475895,0.38912993371096327,True,False,0.4745762711864407,0.24096385542168675,False,True,28,False,6.247789037426088,True,0,33
N#Cc1ccc(CCc2ccc(CC(N)(C#N)n3cccc(O)c3=S)c(COCCO)c2)cc1,6.496584727615597,318.7243707551667,Tier 3 (300-500 nM),-7.440318818187384,3-HPT,True,False,3.663301471034682,474.58600000000024,3.466750000000001,3,7,128.22,10,2.3143125504430877,5.550057930879021,5.810003051186021,0.9465267967365758,0.6865816764295758,-6.7255625985368495,-6.33857781120014,0.7147562196505346,False,False,0.36764705882352944,0.27058823529411763,False,True,28,False,6.247789037426088,True,21,2
O=C1NC(=O)C(C(OO)C2CC2)C(=O)N1,6.667632641276441,214.96480382402325,Tier 2 (150-300 nM),-8.200754875921147,Acylurea,True,True,3.7019381128001996,214.17699999999996,-0.7631999999999999,3,5,104.73000000000002,3,1.561686427291857,4.618909520125893,4.905135625642579,2.048723121150548,1.762497015633862,-6.749006245034864,-6.869016981605422,1.331737894315725,True,False,0.2,0.28205128205128205,True,True,24,False,6.0,True,44,1
CCC(COCC1C(=O)NC(=O)NC1=O)C(O)Cc1coc(C)c1,6.6166318913418305,241.7509050605842,Tier 2 (150-300 nM),-7.07380636137261,Acylurea,True,True,4.049743352482977,338.3600000000001,0.5164200000000003,3,6,117.87,8,1.8179967029326363,5.829081302890424,5.983372023895215,0.7875505884514062,0.6332598674466157,-6.847809402734843,-6.722772353775717,0.2259969586377677,False,False,0.2,0.273972602739726,True,True,24,False,6.0,True,43,1
CC(C)COC(F)C(OCC1C(=O)NC(=O)NC1=O)c1ccoc1,6.487991909687418,325.09335337384607,Tier 3 (300-500 nM),-7.0299444922719205,Acylurea,True,True,4.183895800035424,342.3230000000001,1.2876999999999994,2,6,106.86999999999999,8,1.9076707078653055,5.751268300975369,6.396829617163242,0.7367236087120492,0.09116229252417618,-6.658641219457629,-6.31070791398271,0.3713032728142913,False,False,0.20430107526881722,0.29577464788732394,True,True,24,False,6.0,True,39,1
CC(O)COCC1C(=O)NC(=O)NC1=O,6.485416012525616,327.0272839720783,Tier 3 (300-500 nM),-8.44940144836359,Acylurea,True,True,3.3731958051078905,216.193,-1.6339999999999995,3,5,104.72999999999999,4,2.416783159665103,4.3316278500706815,4.653942109819947,2.1537881624549344,1.8314739027056692,-6.965958481928414,-6.853343875257605,1.4834429664351756,True,False,0.3488372093023256,0.2711864406779661,True,True,24,False,6.0,True,23,2
N#CCCOC(CCCOCC1C(=O)NC(=O)NC1=O)c1coc(F)c1,6.476711720651622,333.64781059740335,Tier 3 (300-500 nM),-7.503591816457838,Acylurea,True,True,3.931046153639077,367.3330000000001,1.16908,2,7,130.65999999999997,10,2.5413153905954844,6.353071631343419,6.288757365731647,0.12364008930820258,0.1879543549199747,-6.713352476327354,-6.245290230516097,0.7902393401304844,False,False,0.22093023255813954,0.2875,True,True,24,False,6.0,True,22,2
NCCC(CC(=O)O)c1c(N2CCNC(c3ccncc3)C2)ccc(=S)n1OOCO,6.55951032527601,275.7335896384198,Tier 2 (150-300 nM),-7.153580891118873,Carboxylate,True,False,4.313718797549903,449.5330000000002,0.9805900000000007,4,9,135.1,10,1.8788162812705596,5.708813795835627,5.623456464715021,0.8506965294403832,0.9360538605609889,-6.892087897136638,-6.977849382498089,0.17573150862078357,True,False,0.20408163265306123,0.23232323232323232,True,True,126,False,6.97061622231479,False,42,1
CCCC(N)C(CC)OCc1[nH]c(=S)[nH]c1Nc1ccoc1,6.901831348666338,125.36279068262616,Tier 1 (<150 nM),-7.049705659888506,Cyclic-thione,True,False,4.324857997716711,324.45000000000005,3.8314900000000014,4,5,92.0,9,1.8824682036544658,5.757128149064682,5.780851700176951,1.144703199601656,1.1209796484893868,-6.638539759543876,-6.749643002744913,0.30006265714359337,True,False,0.2,0.2087912087912088,True,True,51,False,7.2441251443275085,False,24,2
CNc1[nH]c(=S)[nH]c1CC(COC)c1ccnc(-c2ccccc2)c1,6.88634283789312,129.91436117265653,Tier 1 (<150 nM),-7.540196002967467,Cyclic-thione,True,False,3.414871614788309,354.47900000000004,4.148690000000003,3,4,65.73,7,1.8940656500506414,5.377959761976604,6.226703557948682,1.508383075916516,0.6596392799444386,-6.921623035702181,-6.703920820422276,0.618572967265286,False,False,0.2602739726027397,0.2875,True,True,51,False,7.2441251443275085,False,47,1
CCOCc1[nH]c(=S)[nH]c1Nc1ccoc1,6.851690135098852,140.7051083375171,Tier 1 (<150 nM),-7.346466490993355,Cyclic-thione,True,False,3.5404802479235826,239.30000000000004,2.9453900000000006,3,4,65.98,5,1.148145675193789,5.316109567441062,5.974584899303239,1.5355805676577896,0.8771052357956126,-6.832607814018627,-6.973565676000796,0.3729008149925592,True,False,0.23333333333333334,0.22950819672131148,True,True,51,False,7.2441251443275085,False,24,2
CC(C)COCc1[nH]c(=S)[nH]c1Cc1ccncc1-c1ccoc1,6.768273313331003,170.50090427258408,Tier 2 (150-300 nM),-7.293398766174316,Cyclic-thione,True,False,3.2276274528194495,343.45200000000006,4.490690000000003,2,4,66.84,7,1.5014171179994382,5.260483019412455,6.632499636480932,1.5077902939185472,0.13577367685007058,-6.754145685432508,-6.9496774368329985,0.34372132934131727,False,False,0.2235294117647059,0.21794871794871795,True,True,51,False,7.2441251443275085,False,45,1
