SMILES,pIC50_pred,IC50_nM_est,IC50_tier,docking_pred,zbg_tag,pains_brenk_flagged,soft_metabolic_liability,sa_score,MW,cLogP,HBD,HBA,TPSA,RotB,l_shape_2d_proxy,pIC50_hdac1_pred,pIC50_hdac6_pred,selectivity_vs_hdac1,selectivity_vs_hdac6,docking_hdac1_pred,docking_hdac6_pred,docking_selectivity,passes_ic50_selectivity,periphery_touched,ic50_model_max_similarity,dock_model_max_similarity,ic50_model_low_confidence,dock_model_low_confidence,zbg_precedent_count,zbg_low_precedent,zbg_real_pic50_ceiling,exceeds_real_precedent,cluster_id,cluster_size
CC(N)COOCc1ccc(C(=O)NC(=O)NC2CN3CCC2CC3)cc1,7.32086719227452,47.767532495975466,Tier 1 (<150 nM),-7.977717391185642,Acylurea,True,True,4.067384421461303,376.4570000000002,1.015600000000001,3,6,105.92,7,6.145054461454595,6.695954722074726,6.130273448094348,0.6249124701997939,1.1905937441801715,-6.670209506832366,-6.973110086144237,1.0046073050414055,False,False,0.603448275862069,0.34177215189873417,False,True,24,False,8.481486060122112,False,3,18
COC(=O)COC(C)Oc1cccc(CO)c1C(=O)NC(=O)NC1CN2CCC1CC2,7.207935753879512,61.95327171108234,Tier 1 (<150 nM),-8.17447492097785,Acylurea,True,True,4.295533915611224,435.47700000000026,0.6269000000000002,3,8,126.42999999999999,8,1.8101692562933522,6.911098973380176,6.578349864522538,0.29683678049933526,0.6295858893569735,-5.735025020160292,-6.834304753421976,1.3401701675558746,False,False,0.6129032258064516,0.2696629213483146,False,True,24,False,8.481486060122112,False,9,2
Cc1ccc(C#N)c(OC(C)OCC(C)C)c1C(=O)NC(=O)NC1CN2CCC1CC2,7.1944379459743635,63.909004699801855,Tier 1 (<150 nM),-7.131592054078734,Acylurea,True,True,4.4036446737384205,428.53300000000024,2.7977000000000007,2,6,103.68999999999998,7,3.195035333193695,6.091594492661897,5.906205867088515,1.1028434533124667,1.2882320788858488,-6.522955907682486,-6.672438739537229,0.45915331454150454,False,False,0.4852941176470588,0.2696629213483146,False,True,24,False,8.481486060122112,False,4,12
Cc1ccc(OCC(C)C)c(OCN)c1C(=O)NC(=O)NC1CN2CCC1CC2,7.144917837951768,71.62789066974807,Tier 1 (<150 nM),-8.048512112583882,Acylurea,True,True,3.973197422052424,404.51100000000025,1.8584200000000006,3,6,105.92,7,2.7815505512711445,5.950057783817302,6.226059068462869,1.194860054134466,0.9188587694888986,-6.062424857168432,-6.853004516492599,1.195507596091283,False,False,0.5483870967741935,0.27586206896551724,False,True,24,False,8.481486060122112,False,15,1
CCC(C)(CCCC(=O)c1[nH]c(=S)[nH]c1C(C(=O)NC(C)=O)N(C)OC)C(C)(C)C,7.137851791652327,72.80282107535407,Tier 1 (<150 nM),-7.004608996305723,Cyclic-thione,True,True,4.389602278918078,440.61000000000024,4.084690000000004,3,6,107.28999999999999,10,2.2681494040516403,5.325832268595909,4.7989839012352595,1.812019523056418,2.3388678904170677,-6.19232229982548,-6.5735808100320865,0.4310281862736369,True,False,0.2072072072072072,0.2413793103448276,True,True,50,False,7.244125144327508,False,49,1
COC1C(c2ccccc2)N=C2c3c(ccc(CO)c3S(=O)(=O)CO)SC(=S)N2C1O,7.0957631434979165,80.21154036223281,Tier 1 (<150 nM),-7.610558574941651,Cyclic-thione,True,False,4.394076392847198,480.58900000000017,1.4299,3,9,119.66000000000001,5,1.258228716404839,5.890956613135189,6.740522600193586,1.2048065303627276,0.35524054330433064,-6.531486451244329,-6.599250714018386,1.0113078609232646,False,False,0.24,0.23529411764705882,True,True,50,False,7.244125144327508,False,14,6
CC(C)COC(C)Oc1ccc(C(=O)NC(=O)NC2CN3CCC2CC3)cc1,7.060268043514376,87.04262031774286,Tier 1 (<150 nM),-8.068099758217125,Acylurea,True,True,3.9205766278396066,389.4960000000002,2.6176000000000004,2,5,79.89999999999999,7,3.5775811417990826,6.81066714667131,6.129030676571636,0.24960089684306563,0.9312373669427396,-6.663290952996451,-6.650390156651711,1.4048088052206742,False,False,0.6727272727272727,0.3380281690140845,False,True,24,False,8.481486060122112,False,3,18
COC(=O)COC(C)Oc1c(C#N)ccc(C)c1C(=O)NC(=O)NC1CN2CCC1CC2,7.046827771572606,89.77847589626292,Tier 1 (<150 nM),-7.204612373102218,Acylurea,True,True,4.441441690642954,444.4880000000003,1.3146999999999993,2,8,129.99,7,2.0847571069021087,5.88211536890417,6.051014623872653,1.1647124026684361,0.9958131476999528,-6.642052962326528,-6.557873186059562,0.5625594107756893,False,False,0.4927536231884058,0.32051282051282054,False,True,24,False,8.481486060122112,False,4,12
CC(C)COc1ccc(C(=O)NC(=O)NC2C3CCN(CC3)C2S(C)(=O)=O)cc1,7.0038241911635994,99.12331295314934,Tier 1 (<150 nM),-7.631751027021311,Acylurea,False,True,4.08403493459106,423.5350000000002,1.6257000000000006,2,6,104.80999999999997,6,3.0573660237457423,6.122056409580371,5.957586537665891,0.8817677815832283,1.046237653497708,-6.258769945193376,-6.852664359718791,0.7790866673025203,False,False,0.4307692307692308,0.4117647058823529,False,False,24,False,8.481486060122112,False,48,1
CNc1cc2c(cc1C(C)(C)C[SH](C)(C)=O)CN(C(=O)[C@H](N)Cc1ccc(C#N)cc1Cl)C2,6.986002073713286,103.27564744393919,Tier 1 (<150 nM),-7.338410965617829,alpha-amino-amide,True,False,4.068020175090167,489.08500000000026,3.2194800000000017,3,5,99.22,7,3.5059544896318613,5.859196352482887,6.253120321465597,1.126805721230399,0.7328817522476889,-6.477157645292222,-6.961663342867204,0.37674762275062523,False,False,0.5138888888888888,0.24705882352941178,False,True,59,False,6.995678626217357,False,0,35
COC(C)Oc1c(C#N)ccc(C)c1C(=O)NC(=O)NC1CN2CCC1CC2,6.981520136825009,104.3469749302723,Tier 1 (<150 nM),-7.073681607190138,Acylurea,True,True,4.328088889093444,386.4520000000002,1.7714999999999996,2,6,103.68999999999998,5,2.0460851730352667,5.964743329243756,5.824386637990466,1.0167768075812527,1.1571334988345425,-6.580601709829719,-6.823405512277761,0.250276094912377,True,False,0.5483870967741935,0.2857142857142857,False,True,24,False,8.481486060122112,False,3,18
CC(C)COCCC/C(=C1\O[C@@H]2CC(=O)N2[C@H]1C(=O)O)c1ccccc1Cc1ccccc1,6.952504791475028,111.55658434915766,Tier 1 (<150 nM),-7.424029415041352,Carboxylate,True,False,3.6679423244371288,449.54700000000014,4.483100000000004,1,4,76.07000000000001,10,2.156663360913434,5.770158930600675,5.97988833063481,1.182345860874353,0.9726164608402179,-5.669107949869,-6.097363096679208,1.326666318362144,True,False,0.35294117647058826,0.26506024096385544,False,True,148,False,9.69897000433602,False,47,1
CCC1c2cc(NC)c(C(C)(C)C)c(C)c2CN1C(=O)[C@H](N)Cc1ccc(C#N)cc1CC#N,6.9500137754068145,112.19828655109953,Tier 1 (<150 nM),-7.550132523769795,alpha-amino-amide,False,False,4.030764535412784,457.62200000000024,4.635280000000003,2,5,105.94,6,2.458884897220436,5.719564674370443,5.917084279474924,1.2304491010363714,1.0329294959318904,-6.569644333085129,-6.9483254095528215,0.6018071142169736,True,False,0.32558139534883723,0.26262626262626265,True,True,59,False,6.995678626217357,False,1,11
COC(C)Oc1c(C#N)ccc(Cc2ccccc2)c1C(=O)NC(=O)NC1CN2CCC1CC2,6.94793569788106,112.73643626272462,Tier 1 (<150 nM),-7.044910302105555,Acylurea,True,True,4.297319253787856,462.55000000000035,3.0538800000000013,2,6,103.68999999999998,7,1.4883184146240864,6.79259730363228,5.762302979405699,0.15533839424877982,1.185632718475361,-5.8659684861647925,-6.179713780398107,0.865196521707448,False,False,0.5072463768115942,0.3,False,True,24,False,8.481486060122112,False,4,12
CC(Cc1ccc(C(=O)NC(=O)NC2(C(N)=O)CN3CCC2CC3)cc1)c1ccccc1Cl,6.942897904419575,114.05178732803967,Tier 1 (<150 nM),-8.87508830522465,Acylurea,False,True,4.1498463066069124,468.98500000000024,3.075300000000002,3,4,104.52999999999999,6,3.3383251671556233,6.315103928828931,6.242752244925408,0.6277939755906443,0.7001456594941668,-5.491700482315211,-6.655134257037546,2.2199540481871045,False,False,0.3157894736842105,0.3684210526315789,True,False,24,False,8.481486060122112,False,5,11
COC1C(CN)N=C2c3c(ccc(Cc4ccccc4)c3S(C)(=O)=O)SC(=S)N2C1O,6.927616885388744,118.13623196085156,Tier 1 (<150 nM),-7.108157848641256,Cyclic-thione,True,False,4.301186410736285,477.6330000000002,1.7944,2,8,105.22,5,2.094159837806808,5.712056414613343,6.7907399626419,1.2155604707754009,0.13687692274684427,-6.650828025550559,-6.592541205588174,0.4573298230906975,False,False,0.28378378378378377,0.23595505617977527,True,True,50,False,7.244125144327508,False,14,6
CC(F)(F)C(N)Oc1ccc(C(=O)NC(=O)NC2CN3CCC2CC3)cc1,6.922925933163228,119.41917507624207,Tier 1 (<150 nM),-7.564603484429126,Acylurea,True,True,4.116499282600163,382.41100000000023,1.5389999999999997,3,5,96.68999999999998,5,5.227385571793924,6.634120350091436,5.764045535400157,0.2888055830717917,1.1588803977630704,-6.532074598384122,-6.985213911577591,0.579389572851535,False,False,0.6851851851851852,0.3037974683544304,False,True,24,False,8.481486060122112,False,3,18
CCCC(=O)NC(=O)c1ccc(C[C@@H](N)C(=O)N2C(F)c3ccc(NO)cc3C2Cl)c(Cl)c1,6.9099851074104635,123.03109592415062,Tier 1 (<150 nM),-7.008141568228857,alpha-amino-amide,True,True,4.032147187236838,497.35400000000016,3.8153000000000006,4,6,124.75999999999999,7,2.376911622175179,4.792582720315156,6.605273049117298,2.117402387095307,0.3047120582931653,-5.74515168137818,-6.511861061712299,0.4962805065165581,False,False,0.41025641025641024,0.28735632183908044,False,True,59,False,6.995678626217357,False,46,1
CNc1cc2c(c(CC3CC3)c1C(C)(C)C)CN(C(=O)[C@H](N)Cc1ccc(C#N)cc1CC#N)C2,6.907950238135586,123.60890575609594,Tier 1 (<150 nM),-7.249886768256126,alpha-amino-amide,False,False,3.7676878067856094,469.63300000000027,4.328260000000003,2,5,105.94,7,2.885635812655242,5.378348276957175,5.902451090724453,1.529601961178411,1.0054991474111334,-6.170001086694876,-6.450087073169667,0.7997996950864596,True,False,0.36904761904761907,0.23333333333333334,False,True,59,False,6.995678626217357,False,1,11
CCc1c2c(cc(NC)c1C(C)(C)C)C(C)N(C(=O)[C@H](N)Cc1ccc(C#N)cc1CC#N)C2,6.9065585890601975,124.0056322427985,Tier 1 (<150 nM),-7.180447776239254,alpha-amino-amide,False,False,4.052132762837532,457.6220000000003,4.499160000000003,2,5,105.94,6,2.5288819053554077,5.652999853189151,5.855822490777208,1.2535587358710467,1.0507360982829894,-6.538898669645616,-6.811304233104096,0.3691435431351584,True,False,0.2988505747126437,0.27586206896551724,True,True,59,False,6.995678626217357,False,1,11
CNc1cc2c(c(CCl)c1C(C)(C)C)CN(C(=O)[C@H](N)Cc1ccc(C#N)cc1CC#N)C2NC,6.905465183552029,124.31822950818106,Tier 1 (<150 nM),-7.6799284341457525,alpha-amino-amide,True,False,4.302256528838416,493.0550000000003,3.8325600000000017,3,6,117.97,7,2.1732943110273126,5.562577228947545,5.720716758870303,1.3428879546044845,1.1847484246817261,-6.877759059586341,-6.734132394742678,0.8021693745594112,True,False,0.30337078651685395,0.26666666666666666,True,True,59,False,6.995678626217357,False,1,11
CCOCONC(=O)C1(NC(=O)NC(=O)c2ccc(C)cc2)CN2CCC1CC2,6.901629746597354,125.4209983411777,Tier 1 (<150 nM),-8.234965348475516,Acylurea,True,True,4.1356779098573035,404.46700000000027,0.9406200000000011,3,6,108.99999999999999,7,1.2696829402118717,6.309561371655286,6.960773383997826,0.5920683749420688,-0.05914363740047168,-6.521624597896686,-6.667025038121192,1.5679403103543237,False,False,0.34782608695652173,0.352112676056338,True,False,24,False,8.481486060122112,False,11,6
NC(Oc1ccc(C(=O)NC(=O)NC2CN3CCC2CC3)cc1)C(F)(F)F,6.900302819099655,125.80479109320534,Tier 1 (<150 nM),-7.560532440923751,Acylurea,True,True,4.090546051830933,386.374,1.4460999999999997,3,5,96.68999999999998,4,5.227385571793923,6.33973342928508,5.764262672308752,0.5605693898145745,1.1360401467909025,-6.547625977351569,-6.916794441943567,0.6437379989801837,False,False,0.6666666666666666,0.2911392405063291,False,True,24,False,8.481486060122112,False,3,18
CCc1cccc(OC(C)OCC(=O)OC)c1C(=O)NC(=O)NC1CN2CCC1CC2,6.88839809929941,129.30100506745072,Tier 1 (<150 nM),-7.869726411648768,Acylurea,True,True,4.249044260438811,433.50500000000017,1.6970000000000003,2,7,106.2,8,2.8751861174368436,6.939535827470062,6.590768268252628,-0.05113772817065154,0.2976298310467822,-5.328793020412469,-6.598721904092671,1.2710045075560972,False,False,0.6129032258064516,0.2696629213483146,False,True,24,False,8.481486060122112,False,9,2
CNc1cc2c(cc1C(Cl)(Cl)C#N)CN(C(=O)[C@H](N)Cc1ccc(CCF)cc1Cl)C2,6.8737843231094455,133.72594539644976,Tier 1 (<150 nM),-8.098767609949421,alpha-amino-amide,True,False,3.7080415256529786,483.80200000000025,4.459880000000003,2,4,82.15,7,3.0012422196266004,5.828322950821226,5.620634624649905,1.0454613722882193,1.2531496984595405,-5.928255556931101,-5.750432570799866,2.17051205301832,True,False,0.5277777777777778,0.24705882352941178,False,True,59,False,6.995678626217357,False,0,35
